Anio,Tipo,ID,Titulo,Beneficiario,CCAA,Inicio,Fin,Cuantia,ODS
2016,Horizonte 2020,714577,Frontiers in Phononics: Parity-Time Symmetric Phononic Metamaterials,UNIVERSIDAD CARLOS III DE MADRID,MADRID,2016-12-01,2022-11-30,1325158.0,ODS9
2016,Horizonte 2020,677353,Innovative Management of Genetic Resources,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-03-01,2020-02-29,7000000.0,ODS9
2016,Horizonte 2020,686008,Raising the Lifetime of Functional Materials for Concentrated Solar Power Technology,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-04-01,2020-03-31,9291722.75,ODS9
2016,Horizonte 2020,705163,Microfluidic-assisted fabrication of artifical microniches for bone marrow stem cells,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-07-01,2020-02-26,239191.2,ODS9
2016,Horizonte 2020,700326,Internet Forensic platform for tracking the money flow of financially-motivated malware,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-09-01,2019-11-30,3532000.0,ODS9
2016,Horizonte 2020,690874,RISEWISE -RISE Women with disabilities In Social Engagement,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-09-01,2021-02-28,1809000.0,ODS5
2016,Horizonte 2020,713251,"Software tools for fast, reliable analysis of magnetic materials in the electron microscope",UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-06-01,2017-11-30,150000.0,ODS9
2016,Horizonte 2020,722717,Educational Network in Ocular Drug Delivery and Therapeutics,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-11-01,2020-10-31,3933728.88,ODS4 ODS8
2016,Horizonte 2020,694160,polyValent mEsopoRous nanosystem for bone DIseases,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-10-01,2022-09-30,2500000.0,ODS3
2016,Horizonte 2020,730609,Molten Salt Loop 2.0: key element for the new solar thermal energy plants.,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2016-11-01,2019-07-31,2243085.0,ODS7
2016,Horizonte 2020,734907,Drug Discovery and Delivery NEtwork for ONcology and Eye Therapeutics,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2017-01-01,2022-06-30,945000.0,ODS8
2016,Horizonte 2020,720853,Anisometric permanent hybrid magnets based on inexpensive and non-critical materials,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2017-01-01,2019-12-31,4948707.5,ODS9
2016,Horizonte 2020,734899,"Bioactive compounds from Olea europaea: investigation and application in food, cosmetic and pharmaceutical industry",UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2017-03-01,2022-08-31,1732500.0,ODS2 ODS9
2016,Horizonte 2020,734801,Novel magnetic nanostructures for medical applications,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2017-04-01,2023-05-31,846000.0,ODS3
2016,Horizonte 2020,731626,Evaluating a Combination of Immune-based Therapies to Achieve a Functional Cure of HIV Infection,UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,2017-01-01,2022-06-30,6685111.0,ODS9
2016,Horizonte 2020,710780,Big Picnic:Big Questions - engaging the public with Responsible Research and Innovation on Food Security,UNIVERSIDAD DE ALCALA,MADRID,2016-05-01,2019-04-30,3428767.5,ODS2 ODS9 ODS16
2016,Horizonte 2020,700399,Multi-Energy High Resolution Modular Scan System  for Internal and External Concealed Commodities,UNIVERSIDAD DE ALCALA,MADRID,2016-05-01,2019-07-31,4999792.5,ODS7
2016,Horizonte 2020,722509,Fibre Nervous Sensing Systems,UNIVERSIDAD DE ALCALA,MADRID,2016-10-01,2020-09-30,3854909.52,ODS9
2016,Horizonte 2020,734922,Combinatorics of Networks and Computation,UNIVERSIDAD DE ALCALA,MADRID,2017-01-01,2022-08-31,324000.0,ODS8
2016,Horizonte 2020,730562,Advanced Radio Astronomy in Europe,UNIVERSIDAD DE ALCALA,MADRID,2017-01-01,2020-12-31,10000000.0,ODS9
2016,Horizonte 2020,683018,"Late Glacial and Postglacial Population History and Cultural Transmission in Iberia (c.15,000-8,000 cal BP)",UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2016-10-01,2022-09-30,1460385.0,ODS9
2016,Horizonte 2020,685474,Advanced toolbox for rapid and cost-effective functional metagenomic screening - microbiology meets microfluidics.,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2016-06-01,2020-11-30,8808363.0,ODS9
2016,Horizonte 2020,720720,Valorisation of mushroom agrowastes to obtain high value products,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2016-11-01,2021-04-30,5700547.0,ODS12
2016,Horizonte 2020,721733,European Intellectual Property Institutes Network - Innovation Society,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-03-01,2021-02-28,3865881.6,ODS8 ODS9
2016,Horizonte 2020,721062,Antimicrobial FLEXible POLymers for its use in hospital environments,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-01-01,2019-12-31,5171943.34,ODS9
2016,Horizonte 2020,734641,Nanoporous and Nanostructured Materials for Medical Applications,UNIVERSIDAD DE ALICANTE,C. VALENCIANA,2017-01-01,2022-10-31,972000.0,ODS3
2016,Horizonte 2020,677407,Soil Care for profitable and sustainable crop production in Europe,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2016-03-01,2021-08-31,6999993.0,ODS3 ODS12 ODS15
2016,Horizonte 2020,707816,Organic food quality control and metabolomic fingerprinting,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2016-06-03,2018-06-02,170121.6,ODS2
2016,Horizonte 2020,722930,Open Researchers,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2016-04-01,2017-11-30,174782.82,ODS9
2016,Horizonte 2020,723729,Ressource recovery from industrial waste water by cutting edge membrane technologies,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2016-10-01,2019-11-30,5041866.76,ODS6 ODS12
2016,Horizonte 2020,720719,Agri and food  waste valorisation co-ops based on flexible multi-feedstocks biorefinery processing technologies for new high added value applications,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2016-10-01,2021-09-30,12484461.46,ODS2 ODS12
2016,Horizonte 2020,727874,Sustainable Algae Biorefinery for Agriculture aNd Aquaculture,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2016-12-01,2021-11-30,8848523.75,ODS2 ODS12
2016,Horizonte 2020,731884,Internet of Food and Farm 2020,UNIVERSIDAD DE ALMERIA,ANDALUCIA,2017-01-01,2021-03-31,29999528.02,ODS2
2016,Horizonte 2020,686056,"NOVel, critical materials free, high Anisotropy phases for permanent MAGnets, by design.",UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2016-04-01,2019-09-30,5562360.0,ODS9
2016,Horizonte 2020,707954,Novel Nanoporous PZT Materials for Efficient Utrasonic Biomedical Sensors,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2016-11-02,2018-11-01,170121.6,ODS3
2016,Horizonte 2020,713514,Innovative Coarsening-resistant Alloys with enhanced Radiation tolerance and Ultra-fine -grained Structure for aerospace application,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2016-09-01,2019-08-31,2698062.5,ODS9
2016,Horizonte 2020,730227,Solutions for CRitical Raw materials - a European Expert Network,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2016-11-01,2019-12-31,2999500.0,ODS8
2016,Horizonte 2020,734434,Setting an  interdisciplinary/sectorial/international  research network to explore dry storage as an alternative strategy for cells/germplasm biobanking,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2017-03-01,2022-08-31,765000.0,ODS8 ODS14
2016,Horizonte 2020,721642,SOLUTION - Solid lubrication for emerging engineering applications,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2017-02-01,2021-01-31,3510527.04,ODS9
2016,Horizonte 2020,721045,Advanced materials solutions for next generation high efficiency concentrated solar power (CSP) tower systems,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2017-01-01,2021-06-30,4981304.32,ODS9
2016,Horizonte 2020,734873,CO2 absorbing Materials Project- RISE,UNIVERSIDAD DE BURGOS,CASTILLA Y LEON,2017-03-01,2022-12-31,702000.0,ODS9
2016,Horizonte 2020,709515,Science Technology Innovation Mathematics Engineering for the Young,UNIVERSIDAD DE CADIZ,ANDALUCIA,2016-09-01,2021-03-31,3965372.5,ODS9
2016,Horizonte 2020,722930,Open Researchers,UNIVERSIDAD DE CADIZ,ANDALUCIA,2016-04-01,2017-11-30,174782.82,ODS9
2016,Horizonte 2020,717173,Optimization and scale-up of final sealing of Sulfuric Acid Anodizing employing Design of Experiments.,UNIVERSIDAD DE CADIZ,ANDALUCIA,2016-07-01,2018-06-30,262098.13,ODS9 ODS14
2016,Horizonte 2020,710577,Promotion of STEM education by key scientific challenges and their impact on our life and career perspectives,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2016-05-01,2018-10-31,1766936.25,ODS3 ODS4
2016,Horizonte 2020,723156,Worldwide Interoperability for SEmantics IoT,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2016-06-01,2018-05-31,1499895.75,ODS9
2016,Horizonte 2020,690660,Risk based approaches for Asset inteGrity multimodal Transport Infrastructure ManagEment,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2016-09-01,2019-08-31,2998412.5,ODS9 ODS11
2016,Horizonte 2020,726755,Empowering Citizens to TrAnsform European PubLic Administrations,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2016-10-01,2019-09-30,3551118.75,ODS9
2016,Horizonte 2020,730838,NEAR2050 - future challenges for the rail sector,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2016-10-01,2018-04-30,399891.25,ODS9
2016,Horizonte 2020,730941,Authentication and Authorisation For Research and Collaboration,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-05-01,2019-04-30,2999892.89,ODS9
2016,Horizonte 2020,732240,SynchroniCity: Delivering an IoT enabled Digital Single Market for Europe and Beyond,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-01-01,2019-12-31,14983817.63,ODS9
2016,Horizonte 2020,732638,Federation for FIRE Plus,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-01-01,2022-06-30,9899375.0,ODS9
2016,Horizonte 2020,731084,Marine Renewable Infrastructure Network for Enhancing Technologies 2,UNIVERSIDAD DE CANTABRIA,CANTABRIA,2017-01-01,2021-12-31,10592285.23,ODS7 ODS8 ODS9 ODS14
2016,Horizonte 2020,696656,Graphene-based disruptive technologies,UNIVERSIDAD DE CASTILLA - LA MANCHA,CASTILLA-LA MANCHA,2016-04-01,2018-03-31,89000000.0,ODS9
2016,Horizonte 2020,689925,Self-Sustaining Cleaning Technology for Safe Water Supply and Management in Rural African Areas,UNIVERSIDAD DE CASTILLA - LA MANCHA,CASTILLA-LA MANCHA,2016-06-01,2019-11-30,2989998.13,ODS6 ODS9
2016,Horizonte 2020,720270,Human Brain Project Specific Grant Agreement 1,UNIVERSIDAD DE CASTILLA - LA MANCHA,CASTILLA-LA MANCHA,2016-04-01,2018-03-31,89000000.0,ODS9
2016,Horizonte 2020,732204,Platform for Open Development of Systems of Artificial Intelligence,UNIVERSIDAD DE CASTILLA - LA MANCHA,CASTILLA-LA MANCHA,2016-12-01,2020-01-31,5018025.0,ODS9
2016,Horizonte 2020,654131,COOPERATION OF RESEARCH INFRASTRUCTURES TO ADDRESS GLOBAL CHALLENGES IN THE ENVIRONMENT FIELD,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2016-03-01,2018-12-31,1997990.0,ODS9 ODS14 ODS17
2016,Horizonte 2020,722930,Open Researchers,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2016-04-01,2017-11-30,174782.82,ODS9
2016,Horizonte 2020,722068,High Performance Soft-tissue Navigation,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2016-11-01,2021-04-30,4041920.04,ODS9
2016,Horizonte 2020,721290,European Training Network for Continuous Sonication and Microwave Reactors,UNIVERSIDAD DE CORDOBA,ANDALUCIA,2016-10-01,2020-09-30,3833301.24,ODS4 ODS8
2016,Horizonte 2020,734541,TOOLS FOR MAPPING HUMAN EXPOSURE TO RISKY ENVIRONMENTAL CONDITIONS BY MEANS OF GROUND AND EARTH OBSERVATION DATA,UNIVERSIDAD DE EXTREMADURA,EXTREMADURA,2017-03-01,2022-08-31,270000.0,ODS3
2016,Horizonte 2020,734909,Promoting Sustainable Freight Transport in Urban Contexts: Policy and Decision-Making Approaches,UNIVERSIDAD DE EXTREMADURA,EXTREMADURA,2017-01-01,2019-12-31,283500.0,ODS11 ODS12
2016,Horizonte 2020,693167,Policies Supporting Young People in their Life Course. A Comparative Perspective of Lifelong Learning and Inclusion in Education and Work in Europe,UNIVERSIDAD DE GRANADA,ANDALUCIA,2016-03-01,2019-02-28,2499075.0,ODS1 ODS4 ODS8 ODS10
2016,Horizonte 2020,654131,COOPERATION OF RESEARCH INFRASTRUCTURES TO ADDRESS GLOBAL CHALLENGES IN THE ENVIRONMENT FIELD,UNIVERSIDAD DE GRANADA,ANDALUCIA,2016-03-01,2018-12-31,1997990.0,ODS9 ODS14 ODS17
2016,Horizonte 2020,706303,A revolutionary quality indicator platform for the food industry,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-02-01,2019-07-27,170121.6,ODS2 ODS9
2016,Horizonte 2020,699238,AUTOMATION PACE,UNIVERSIDAD DE GRANADA,ANDALUCIA,2016-03-01,2018-02-28,599867.5,ODS9
2016,Horizonte 2020,722930,Open Researchers,UNIVERSIDAD DE GRANADA,ANDALUCIA,2016-04-01,2017-11-30,174782.82,ODS9
2016,Horizonte 2020,721493,European Training Network on Sustainable Multi-functional Automated Resilient Transport Infrastructures.,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-03-01,2021-08-31,3990940.92,ODS4 ODS8 ODS9 ODS11 ODS12
2016,Horizonte 2020,720270,Human Brain Project Specific Grant Agreement 1,UNIVERSIDAD DE GRANADA,ANDALUCIA,2016-04-01,2018-03-31,89000000.0,ODS9
2016,Horizonte 2020,722337,Science and Innovation with thunderstorms,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-03-01,2021-08-31,3996874.8,ODS9
2016,Horizonte 2020,733032,European Human Biomonitoring Initiative,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-01-01,2022-06-30,49933776.0,ODS9
2016,Horizonte 2020,733203,Paraplegia Prevention in Aortic Aneurysm Repair by Thoracoabdominal Staging with ‘Minimally-Invasive Segmental Artery Coil-Embolization’:  A Randomized Controlled Multicentre Trial,UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-01-01,2024-09-30,5913922.5,ODS3
2016,Horizonte 2020,739530,"ACTRIS PPP - Aerosols, Clouds and Trace gases Preparatory Phase Project",UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-01-01,2019-12-31,3999996.25,ODS9
2016,Horizonte 2020,739558,"Advancing the European Long-Term Ecosystem, critical zone and socio-ecological Research Infrastructure towards ESFRI",UNIVERSIDAD DE GRANADA,ANDALUCIA,2017-01-01,2017-12-31,899820.0,ODS9 ODS14
2016,Horizonte 2020,722930,Open Researchers,UNIVERSIDAD DE HUELVA,ANDALUCIA,2016-04-01,2017-11-30,174782.82,ODS9
2016,Horizonte 2020,722930,Open Researchers,UNIVERSIDAD DE JAEN,ANDALUCIA,2016-04-01,2017-11-30,174782.82,ODS9
2016,Horizonte 2020,734355,The use of computational techniques to Improve compliance to reminders within smart environments,UNIVERSIDAD DE JAEN,ANDALUCIA,2017-01-01,2022-10-31,976500.0,ODS9
2016,Horizonte 2020,692819,SIMplifying the interaction with Public Administration Through Information technology for Citizens and cOmpanies,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2016-03-01,2019-02-28,3628718.75,ODS9
2016,Horizonte 2020,693989,Encouraging Lifelong Learning for an Inclusive and Vibrant Europe,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2016-10-01,2019-09-30,2499788.5,ODS4
2016,Horizonte 2020,696129,Eco-aware Persuasive Networked Data Devices for User Engagement in Energy Efficiency,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2016-04-01,2019-10-31,1881500.0,ODS7 ODS8
2016,Horizonte 2020,700583,Strengthening the Capabilities and Training Curricula for Conflict Prevention and Peace Building Personnel with ICT-based Collaboration and Knowledge Approaches,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2016-09-01,2018-10-31,1499920.0,ODS4 ODS16
2016,Horizonte 2020,688995,Moving towards Life Cycle Thinking by integrating Advanced Waste Management Systems,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2016-06-01,2020-02-29,8818556.12,ODS12
2016,Horizonte 2020,722012,Cancer: Activating Technology for Connected Health,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2016-09-01,2020-08-31,2120806.44,ODS3 ODS9
2016,Horizonte 2020,731685,Next Generation Stakeholders and Next Level Ecosystem for ColLaborative Science Education with Online Labs,UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA,PAIS VASCO,2017-01-01,2019-12-31,4917713.0,ODS4
2016,Horizonte 2020,700952,Tracking past human impact on islands by improving palaeoecological reconstructions with PalEnDNA analysis,UNIVERSIDAD DE LA LAGUNA,CANARIAS,2016-10-01,2019-09-30,251276.4,ODS15
2016,Horizonte 2020,700266,Cost-effective and flexible 3D printed SOFC stacks for commercial applications,UNIVERSIDAD DE LA LAGUNA,CANARIAS,2016-07-01,2020-04-30,2180662.5,ODS9
2016,Horizonte 2020,727474,Improving digital health literacy in Europe,UNIVERSIDAD DE LA LAGUNA,CANARIAS,2016-11-01,2018-10-31,1974187.5,ODS3 ODS9
2016,Horizonte 2020,737669,Intelligent decision from vineyard robots,UNIVERSIDAD DE LA RIOJA,LA RIOJA,2016-12-01,2020-11-30,1741225.63,ODS9
2016,Horizonte 2020,690452,Urban strategies for Waste Management in Tourist Cities,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2016-06-01,2019-05-31,4248782.5,ODS11 ODS12
2016,Horizonte 2020,692455,European Initiative to Enable Validation for Highly Automated Safe and Secure Systems,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2016-05-01,2019-05-31,15896355.31,ODS9
2016,Horizonte 2020,727474,Improving digital health literacy in Europe,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2016-11-01,2018-10-31,197418.5,ODS3 ODS9
2016,Horizonte 2020,727874,Sustainable Algae Biorefinery for Agriculture aNd Aquaculture,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2016-12-01,2021-11-30,8848523.75,ODS2 ODS12
2016,Horizonte 2020,734156,Biomaterials and Additive Manufacturing: Osteochondral Scaffold innovation applied to osteoarthritis,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2017-01-01,2022-10-31,639000.0,ODS9
2016,Horizonte 2020,733032,European Human Biomonitoring Initiative,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2017-01-01,2022-06-30,49933776.0,ODS9
2016,Horizonte 2020,730944,Readiness of ICOS for Necessities of integrated Global Observations,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,CANARIAS,2017-01-01,2020-12-31,4719680.0,ODS17
2016,Horizonte 2020,723596,Innovative Micro Solar Heat and Power System  for Domestic and Small Business Residential Buildings,UNIVERSIDAD DE LLEIDA,CATALUÑA,2016-09-01,2022-04-30,3999383.75,ODS9
2016,Horizonte 2020,721236,Training European Network: Metabolic Dysfunctions associated with Pharmacological Treatment of Schizophrenia,UNIVERSIDAD DE LLEIDA,CATALUÑA,2017-01-01,2021-06-30,3750898.68,ODS4 ODS8
2016,Horizonte 2020,679303,Improving the stability of high-quality traits of berry in different environments and cultivation systems for the benefit of European farmers and consumers,UNIVERSIDAD DE MALAGA,ANDALUCIA,2016-03-01,2020-02-29,4868332.5,ODS9
2016,Horizonte 2020,706334,Low-Cost Metasurface Leaky-Wave Antenna for Mobile Satellite Communications,UNIVERSIDAD DE MALAGA,ANDALUCIA,2016-05-03,2018-08-22,163872.0,ODS9
2016,Horizonte 2020,722930,Open Researchers,UNIVERSIDAD DE MALAGA,ANDALUCIA,2016-04-01,2017-11-30,174782.82,ODS9
